,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
686,Bellevue,Washington,0,3,2,1,0.018192134141457292,Y,0.0,0.2553191489361702,Utah,West Jordan,0.034182801325658464,0,0,9,1,22,204.36791666666667,51.726686132154875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.18181818181818182,0.0,2,0,2,0.1532531881754402,0.007138837050860511,0.0008893582724215558,0.00951048951048951,0.15160676296047473,0.4148883108113293,0.31508012519870854,0.04771962980461911,0.4282517482517483,0.26153324287652646,0.3447565588185695
687,Poughkeepsie,New York,0,1,2,4,0.03880597014925373,Y,0.0,0.38297872340425526,Wisconsin,Greenfield,0.05998778998778999,0,0,5,8,1341,0.6575694444444444,1.1973832580716435,1.1137873754152825,0.9813571961222968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10067114093959731,0.0,1,0,0,0.14403051901664513,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.4284994915036681,0.06414496539840471,0.6299700299700299,0.21800090456806875,0.16807800717916596
688,,other,1,3,2,2,0.03976183483299067,Y,1.0,0.7978723404255319,Florida,Lake Alfred,0.06103261817547531,0,0,8,23,10,6.144155092592593,1.39421875,5.0,0.8,2.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,10.1,2,3,0,,0.33313585512999006,0.049109252105277786,0.5115284715284715,0.0554249244205576,0.1438875971669084,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
689,Pompano Beach,Florida,1,4,2,1,0.03780204523002162,Y,0.0,0.11702127659574468,Florida,Parkland,0.058888888888888886,1,0,8,18,5,13.152696759259259,206.18699074074075,1.25,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.0,0.2,1.9999999999999998,3,4,0,0.0,0.0030905338823227387,0.004474583808120953,0.007112887112887113,0.4786698018139066,0.27478379643484735,0.0031102202825857286,0.004474583808120953,0.007112887112887113,0.4735413839891452,0.215670095641909
690,San Antonio,Texas,1,11,2,1,0.023787146557018125,Y,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,96,6.293784722222222,0.670582923418206,1.391304347826087,1.0,0.5104166666666666,0.08333333333333333,0.4583333333333333,0.3333333333333333,0.875,0.3333333333333333,0.020833333333333332,0.020833333333333332,0.020833333333333332,7.0,0.4583333333333333,2.6562500000000004,2,3,2,0.1760750803713137,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.4473484137876559,0.17806620160640338,0.6592607392607392,0.05167345092718227,0.12514153557059915
691,Cornwall,New York,1,43,2,1,0.33462873468079984,Y,3.0,0.9042553191489361,New York,New York City,0.38366998081283793,1,0,7,24,11,17.352777777777778,44.44246422558923,1.375,1.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,7.0,0.36363636363636365,1.5454545454545459,1,1,1,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.024259718204168685,0.0022233956810538895,0.03844155844155844,0.24445952057892356,0.29834493724252575
692,Vincentown,New Jersey,0,16,2,3,0.03293728139267882,Y,3.0,0.9361702127659574,Maryland,Baltimore,0.050575614861329145,0,0,8,8,58,1.5461689814814814,21.96205858876117,1.0,1.0,0.24137931034482757,0.20689655172413793,0.1724137931034483,0.08620689655172414,0.3103448275862069,0.15517241379310345,0.0,0.0,0.0,8.0,0.1896551724137931,1.1724137931034482,1,3,2,0.014101139957852846,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.008333415614293191,0.009616186320558072,0.011428571428571429,0.15784712799638173,0.555879447830591
693,Vincentown,New Jersey,0,27,2,2,0.006986089231837234,Y,3.0,0.7340425531914894,South Carolina,Spartanburg,0.023537414965986398,0,0,6,4,58,1.5461689814814814,21.96205858876117,1.0,1.0,0.1896551724137931,0.06896551724137931,0.1206896551724138,0.1724137931034483,0.3103448275862069,0.15517241379310345,0.017241379310344827,0.017241379310344827,0.017241379310344827,6.0,0.1896551724137931,1.068965517241379,1,1,2,0.09687884675589069,0.3065750367803154,0.03151663377893889,0.4788011988011988,0.11040197066397939,0.1967356522940215,0.008333415614293191,0.009616186320558072,0.011428571428571429,0.15784712799638173,0.555879447830591
694,,other,1,1,2,1,0.144502443061971,Y,1.0,0.6276595744680851,Virginia,La Crosse,0.17563928135356707,0,0,5,23,3,100.26377314814815,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,11.0,2,2,5,,0.1619025050110094,0.002278980573080237,0.2439160839160839,0.128653006382264,0.16360873869103804,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
695,Germantown,Tennessee,1,11,2,1,0.023787146557018125,Y,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,32,33.334212962962965,21.397951027199074,1.1851851851851851,0.5,0.5,0.25,0.40625,0.34375,0.78125,0.21875,0.03125,0.03125,0.03125,7.0,0.84375,2.59375,0,3,2,0.06605627660831642,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
696,Salt Lake City,Utah,1,1,2,4,0.009262275385149385,Y,0.0,0.9468085106382979,Illinois,Dolton,0.025178789464503748,0,0,8,28,67,1.057025462962963,10.67134190160309,1.9142857142857144,0.014925373134328358,0.029850746268656716,0.0,0.13432835820895522,0.014925373134328358,0.19402985074626866,0.0,0.0,0.0,0.0,8.0,0.13432835820895522,0.3731343283582089,2,2,2,0.25262850132902986,0.0769671297530535,0.003807565103804786,0.12007992007992008,0.17735975814578434,0.3802957403869027,0.052103595019698065,0.0805980934382035,0.09818181818181818,0.18430574400723654,0.130134428678118
697,Miami,Florida,1,1,2,4,0.009262275385149385,Y,0.0,0.9468085106382979,Illinois,Dolton,0.025178789464503748,0,0,8,28,8,9.348159722222222,16.714230324074073,1.3333333333333333,0.0,0.375,0.375,0.25,0.375,0.375,0.375,0.0,0.0,0.0,8.0,0.5,2.125,1,2,2,0.23140656712894594,0.0769671297530535,0.003807565103804786,0.12007992007992008,0.17735975814578434,0.3802957403869027,0.0,0.18005417027122927,0.0,0.29637086791517037,0.26091688864662055
698,Orlando,Florida,1,2,2,1,0.00373935332283128,Y,3.0,0.7978723404255319,New York,New York City,0.019333682190825048,0,0,5,4,3,42.3978125,25.607700617283946,1.5,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.6666666666666666,9.333333333333332,1,3,2,0.18777108287405503,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.11897826795288263,0.14674411494955672,0.27996003996004,0.2545228403437359,0.1966260329085259
699,Mount Pleasant,South Carolina,0,1,2,2,0.014143059300990576,Y,3.0,0.7553191489361701,South Carolina,Charleston,0.03085993371707657,1,0,6,27,13,1.606875,106.00353988603989,1.3,1.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,6.0,0.07692307692307693,1.6153846153846156,1,2,2,0.0,0.10755650345093161,0.19521414079653152,0.18113886113886113,1.0,0.30618415095497903,0.10757412691673497,0.19521414079653152,0.18113886113886113,1.0,0.2403153532968754
700,Ridgewood,New Jersey,0,93,2,1,3.7380183162894626e-05,Y,3.0,0.8297872340425532,New York,New York City,0.017568463282748997,0,0,6,13,204,15.542662037037037,8.13371402959331,1.1333333333333333,0.39705882352941174,0.004901960784313725,0.00980392156862745,0.03431372549019608,0.024509803921568627,0.04411764705882353,0.024509803921568627,0.004901960784313725,0.004901960784313725,0.004901960784313725,6.0,0.0392156862745098,0.15686274509803924,2,2,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.06411990639718007,0.058391929073677774,0.08923076923076922,0.7263681592039801,0.7042870220915947
701,Princeton Junction,New Jersey,0,66,2,1,0.04614583611459695,Y,0.0,0.26595744680851063,Florida,Orange Park,0.06801848944706088,0,0,8,28,2920,0.7686226851851852,0.564907819634699,1.5137376879212028,0.49897260273972605,0.03424657534246575,0.03047945205479452,0.007876712328767124,0.014041095890410958,0.0523972602739726,0.015753424657534248,0.0027397260273972603,0.0027397260273972603,0.002397260273972603,8.0,0.09623287671232876,0.16267123287671229,3,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.06498879333326751,0.00675356438120119,0.09306693306693306,0.4052464947987336,0.5715507480305476
702,Princeton Junction,New Jersey,0,35,2,3,0.03658852428376899,Y,3.0,0.9042553191489361,Michigan,Detroit,0.0575614861329147,0,0,5,17,2920,0.7686226851851852,0.564907819634699,1.5137376879212028,0.49897260273972605,0.03424657534246575,0.03047945205479452,0.040753424657534246,0.008561643835616438,0.0523972602739726,0.01678082191780822,0.0006849315068493151,0.00034246575342465754,0.00034246575342465754,5.0,0.09417808219178082,0.18458904109589042,3,3,0,0.09308212799690034,0.1265045370617218,0.17759373002417944,0.28243756243756246,0.12428619415518977,0.004872733411604019,0.06498879333326751,0.00675356438120119,0.09306693306693306,0.4052464947987336,0.5715507480305476
703,Princeton Junction,New Jersey,0,1,2,4,0.02181133687555069,Y,0.0,0.6170212765957447,Florida,Gibsonton,0.04139194139194139,0,0,7,24,2920,0.7686226851851852,0.564907819634699,1.5137376879212028,0.49897260273972605,0.03424657534246575,0.03047945205479452,0.040753424657534246,0.004452054794520548,0.0523972602739726,0.015753424657534248,0.0006849315068493151,0.0006849315068493151,0.00034246575342465754,7.0,0.09863013698630137,0.1797945205479452,3,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.06498879333326751,0.00675356438120119,0.09306693306693306,0.4052464947987336,0.5715507480305476
704,Arvada,Colorado,0,9,2,2,0.19581608949883852,Y,3.0,0.9574468085106383,Colorado,Denver,0.21803593232164659,1,0,6,16,22,8.276712962962963,24.085208859427603,1.0,1.0,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,,,0.9090909090909091,1,3,3,0.0026714206385179302,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
705,Coventry,Connecticut,1,81,2,2,0.12973994072570952,Y,0.0,0.10638297872340427,Connecticut,Wethersfield,0.13334903192046052,1,0,7,6,236,8.127199074074074,7.161035242074699,1.7481481481481482,0.8008474576271186,0.15254237288135591,0.1483050847457627,0.09322033898305085,0.06779661016949153,0.09745762711864407,0.08898305084745763,0.0847457627118644,0.0847457627118644,0.0847457627118644,7.0,0.03389830508474576,0.9025423728813559,1,1,5,,0.011621592266753557,0.0008337733803952086,0.02161838161838162,0.1363789049378569,0.28197395581543466,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
706,East Brunswick,New Jersey,1,16,2,3,0.03293728139267882,Y,3.0,0.9361702127659574,Maryland,Baltimore,0.050575614861329145,0,0,8,8,5,2.314513888888889,9.972787037037037,1.0,1.0,0.6,0.2,0.4,0.0,0.8,0.4,0.0,0.0,0.0,8.0,0.8,2.4,0,3,2,0.026089530580414515,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.08443013852822402,0.014563241710902976,0.11656343656343657,0.438715513342379,0.5995446770579875
707,Spring,Texas,0,9,2,1,0.01243291592128801,Y,1.0,0.38297872340425526,Texas,Montgomery,0.031130298273155416,1,0,5,14,4,14.592523148148148,0.9961284722222222,1.0,1.0,1.5,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,8.75,0,1,2,0.0,0.30379059411317477,0.04524610210944665,0.37074925074925075,0.07154853879744709,0.1503487649347361,0.3038043424599374,0.04524610210944665,0.37074925074925075,0.06241519674355496,0.11800452913825918
708,Spring Lake,Michigan,0,3,2,2,0.07054308066109524,Y,0.0,0.13829787234042554,Michigan,Spring Lake,0.0,1,1,8,21,5,9.459259259259259,329.1201712962963,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.0,0.2,1.7999999999999998,0,1,0,0.0,0.20471577949583813,0.022456296378644283,0.22317682317682316,0.1457843466577091,0.22548861622044708,0.20473148431560345,0.022456296378644283,0.22317682317682316,0.13738127544097695,0.1769796911513166
709,Deer Park,New York,1,5,2,1,0.009793607988679141,Y,3.0,0.9148936170212766,New York,New York City,0.028241758241758244,1,0,7,15,140,7.209467592592593,3.73050834986772,1.5730337078651686,0.4928571428571429,0.14285714285714285,0.049999999999999996,0.03571428571428571,0.08571428571428572,0.32142857142857145,0.24285714285714285,0.2,0.21428571428571427,0.014285714285714285,7.0,0.3142857142857143,1.307142857142857,3,4,2,0.0061410946808840424,0.2083395045271878,0.9438036741613629,0.4407992007992008,0.6957787481804949,0.5154124174129239,0.26766654489084607,0.15794447069286568,0.36863136863136864,0.3481456354590683,0.3326326820689489
710,Grapevine,Texas,0,13,2,1,0.03601981149707632,Y,0.0,0.5638297872340425,Oklahoma,Norman,0.05270713413570557,0,0,8,5,3,18.443032407407408,429.205736882716,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,0.6666666666666666,3.333333333333334,0,2,0,0.03820210172029339,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.3007533644684486,0.081959923292849,0.3954445554445554,0.12222976028946178,0.36186730588547067
711,Seattle,Washington,0,18,2,1,0.0358475956532187,Y,0.0,0.8617021276595744,Washington,Seattle,0.05224664224664225,1,1,7,30,8,14.903657407407408,184.01685908564815,1.1428571428571428,1.0,0.25,0.25,0.125,0.25,0.25,0.25,0.25,0.25,0.25,,,2.125,0,1,2,0.0,0.10106934447110401,0.5480114504877575,0.2895104895104895,0.43892061359310264,0.21819102649692673,0.10108709604162759,0.5480114504877575,0.2895104895104895,0.43340117593848937,0.17125201763472983
712,Columbia,Maryland,0,1,2,2,0.03468747496862734,Y,4.0,0.6170212765957447,West Virginia,Princeton,0.054601430315716036,0,0,6,25,3,8.299131944444444,19.672469135802466,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,0.3333333333333333,8.333333333333334,3,1,2,0.06282484486184399,0.20521934891436355,0.008976960062255079,0.36235764235764234,0.04322024409360653,0.13921437724932284,0.21215651813307795,0.019982768683471833,0.3337462537462538,0.21325192220714612,0.26232865161772145
713,Carl Junction,Missouri,1,3,2,1,0.032905241235682045,Y,0.0,0.2978723404255319,Missouri,Webb City,0.05353218210361068,1,0,7,26,4,36.36670138888889,173.17622974537036,1.3333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.0,0.5,4.5,2,1,2,0.0,0.3431282522191613,0.016453128039798783,0.56991008991009,0.08319337140297837,0.1746356960335183,0.3431412237482598,0.016453128039798783,0.56991008991009,0.07417458163726821,0.13706666024235709
714,Huntington,New York,1,217,2,1,0.0333991936560489,Y,3.0,0.3936170212765957,New York,New York City,0.05407116692830979,1,0,7,28,781,5.450648148148148,1.6340076528192709,1.1553254437869822,0.7247119078104993,0.051216389244558264,0.023047375160051217,0.034571062740076826,0.04737516005121639,0.11651728553137004,0.03713188220230474,0.002560819462227913,0.002560819462227913,0.0012804097311139564,7.0,0.09090909090909091,0.31626120358514725,3,0,2,0.00601343578687844,0.5048135312064931,1.0,0.932067932067932,0.7168290225058783,0.6205253343769424,0.26766654489084607,0.15794447069286568,0.36863136863136864,0.3481456354590683,0.3326326820689489
715,Pahrump,Nevada,0,153,2,1,0.06030625050062745,Y,4.0,0.7978723404255319,Nevada,Pahrump,0.07751613465899179,1,1,8,16,9,8.325474537037037,21.87683384773662,1.2857142857142858,1.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,8.0,0.2222222222222222,3.666666666666667,3,4,0,0.0,0.012065918224275995,2.779244601317362e-05,0.018261738261738263,0.14903146344194376,0.27580438469271085,0.012085427383761688,2.779244601317362e-05,0.018261738261738263,0.14066033469018543,0.21647112674359778
716,Jamaica Plain,Massachusetts,1,4,2,2,0.12506341281072275,Y,3.0,0.7234042553191489,Massachusetts,Jamaica Plain,0.13927437641723356,1,1,7,10,3,7.17275462962963,367.6831172839506,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,3.666666666666667,2,3,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
717,Tampa,New York,0,2,2,1,0.027255493551918402,Y,3.0,0.32978723404255317,California,Santa Clara,0.043432757718472,0,0,6,14,33,1.611423611111111,41.415444023569016,1.03125,0.9090909090909091,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,6.0,0.030303030303030304,0.3939393939393939,1,0,2,0.4716441640130587,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
718,Zionsville,Indiana,0,66,2,1,0.04614583611459695,Y,0.0,0.26595744680851063,Florida,Orange Park,0.06801848944706088,0,0,8,28,622,0.48962962962962964,2.5153641739609376,1.0436241610738255,0.4903536977491961,0.09967845659163987,0.09485530546623794,0.03697749196141479,0.04180064308681672,0.15594855305466238,0.04180064308681672,0.012861736334405145,0.012861736334405145,0.00964630225080386,8.0,0.1977491961414791,0.5064308681672025,3,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.10326918709702901,0.003946527333870654,0.17014985014985015,0.06286748077792854,0.1731190826085909
719,Altamont,Utah,0,4,2,3,0.10976423784476544,Y,0.0,0.2553191489361702,Utah,West Jordan,0.13762776905634047,1,0,8,21,7,226.01100694444443,21.03599537037037,1.1666666666666667,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2857142857142857,0.0,2,0,5,0.0,0.007138837050860511,0.0008893582724215558,0.00951048951048951,0.15160676296047473,0.4148883108113293,0.007158443507538582,0.0008893582724215558,0.00951048951048951,0.14326096788783357,0.32563419981208896
720,Middleburg,Florida,1,66,2,1,0.04614583611459695,Y,0.0,0.26595744680851063,Florida,Orange Park,0.06801848944706088,1,0,8,28,20,0.1925,84.8025011574074,1.25,0.95,0.15,0.15,0.0,0.05,0.2,0.2,0.2,0.2,0.2,8.0,0.15,1.3499999999999999,2,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
721,Columbia,South Carolina,0,50,2,2,0.04920967612741302,Y,1.0,0.553191489361702,South Carolina,Gray Court,0.06673643816500958,1,0,6,26,238,0.11538194444444444,1.2561925186741318,1.4691358024691359,0.0546218487394958,0.17647058823529413,0.08403361344537816,0.09663865546218488,0.19747899159663865,0.3403361344537815,0.18907563025210083,0.17647058823529413,0.17647058823529413,0.1722689075630252,6.0,0.15126050420168066,1.6092436974789919,0,0,0,0.019556409402339495,0.10415000444325957,0.06853617186848615,0.18445554445554446,0.2579778300302318,0.13477903880537456,0.203339290474827,0.050109780161752035,0.32987012987012987,0.13772048846675713,0.09066106145655159
722,Katy,Texas,0,1,2,1,0.061045844124636206,Y,0.0,0.6063829787234042,Texas,Katy,0.08432234432234433,1,1,6,11,38,10.422199074074074,28.81842379385964,1.0857142857142856,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.02631578947368421,6.0,0.05263157894736842,0.4999999999999999,1,2,0,0.0,0.1726848149135539,0.12959617575942858,0.2577022977022977,0.6488635091255178,0.9999999999999999,0.17270115226256186,0.12959617575942858,0.2577022977022977,0.6454093170511082,0.7848719554795346
723,Provo,Utah,1,3,2,4,0.049624863161829486,Y,0.0,0.40425531914893614,Utah,Provo,0.06538461538461539,1,1,9,1,3,1259.353287037037,129.63324459876543,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,1,0,0.0,0.3108701877030323,0.062588588421667,0.3846553446553447,0.15552569701041316,0.20104821320318916,0.31088379624601353,0.062588588421667,0.3846553446553447,0.14721845318860244,0.15779710424245344
724,Novato,California,1,2,2,2,0.025008677542519956,Y,0.0,0.11702127659574468,California,Novato,0.04117913832199546,1,1,7,28,6,33.19973379629629,0.14596643518518518,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,9.0,2,2,2,0.0,0.4063607729296879,0.08690697868319391,0.6215384615384615,0.8401074907625126,0.4435875595662883,0.40637249577898676,0.08690697868319391,0.6215384615384615,0.8385345997286295,0.34815943530318727
725,Tahlequah,Oklahoma,1,1,2,1,0.14510586601874348,Y,3.0,0.9574468085106383,Oklahoma,Oklahoma City,0.14926042211756496,1,0,7,28,4,462.50799768518516,34.679215856481484,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,3,5,0.023386281990124675,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.17255304653481968,0.004002112225897001,0.271968031968032,0.043645409317051104,0.08929388807246622
726,Chicago,Illinois,0,12,2,1,0.06465169679331427,Y,3.0,0.6276595744680851,Illinois,Chicago,0.08729112157683584,1,1,8,26,4,26.027743055555554,151.78936342592593,1.3333333333333333,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,8.0,0.25,1.5,2,3,0,0.0,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
727,Washington,District of Columbia,0,4,2,2,0.08477959041999306,Y,0.0,0.8404255319148936,Maryland,Bladensburg,0.10413396127681841,0,0,6,13,7,23.508553240740742,102.85532242063492,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,1.4285714285714284,3,3,5,0.003857215602169542,0.0,5.558489202634724e-05,3.996003996003996e-05,0.25082632508851854,0.274623438936779,0.38064159401257913,0.49162057752702815,0.6593406593406593,0.5176390773405699,0.3875304150907033
728,Streamwood,Illinois,0,18,2,3,0.07628227378314152,Y,3.0,0.9574468085106383,Illinois,Chicago,0.10099424385138671,1,0,8,4,3,24.259594907407408,193.68033179012346,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,0.3333333333333333,3.0,2,3,0,0.004041040271514707,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.3862498642364163,0.09427197687668491,0.5057742257742258,0.22829036635006783,0.2494097665566504
729,Wooster,Ohio,1,11,2,1,0.023787146557018125,Y,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,81,7.127511574074074,19.123344050068578,1.0657894736842106,0.38271604938271603,0.19753086419753085,0.037037037037037035,0.09876543209876543,0.19753086419753085,0.2962962962962963,0.07407407407407407,0.024691358024691357,0.024691358024691357,0.024691358024691357,7.0,0.12345679012345678,0.9753086419753085,1,3,2,0.10451312225322446,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.348482903662161,0.01197854423167783,0.5438561438561439,0.06105834464043419,0.1330494591534366
730,Portland,Oregon,1,3,2,1,0.010615972018262889,Y,3.0,0.11702127659574468,Oregon,Portland,0.029141810570381996,1,1,6,4,5,87.3786574074074,0.0004861111111111111,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,3,2,2,0.0,0.15286787720805314,0.21169506128234347,0.33054945054945056,0.5839211734408241,0.19856196812388255,0.1528846058906585,0.21169506128234347,0.33054945054945056,0.5798281320669381,0.1558457202052567
731,Lorain,Ohio,0,19,2,1,0.0015018823592235601,Y,3.0,0.5425531914893617,Ohio,Elyria,0.01916971916971917,1,0,6,3,13,571.621238425926,44.38524483618232,1.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,0,2,0.0,0.20505149244152177,0.01681442983797004,0.3244355644355644,0.13839435673496808,0.37767904417689174,0.20506719063181905,0.01681442983797004,0.3244355644355644,0.12991858887381275,0.29642968994675856
732,Brooklyn,New York,1,66,2,1,0.04614583611459695,Y,0.0,0.26595744680851063,Florida,Orange Park,0.06801848944706088,0,0,8,28,248,0.7236921296296296,1.2093517585125346,1.2277227722772277,1.0,0.14112903225806453,0.11290322580645161,0.08870967741935484,0.1774193548387097,0.4314516129032258,0.12096774193548387,0.004032258064516129,0.004032258064516129,0.004032258064516129,8.0,0.3629032258064516,1.0846774193548392,3,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.5048233098668036,1.0,0.932067932067932,0.7140434192673,0.48703293261702285
733,New York,New York,0,17,2,1,0.048420687261367584,Y,3.0,0.8617021276595744,New York,New York City,0.06418280132565847,1,0,8,7,54,8.740601851851851,28.740438100137165,1.0,1.0,0.31481481481481477,0.24074074074074073,0.2962962962962963,0.14814814814814814,0.3888888888888889,0.2777777777777778,0.05555555555555555,0.09259259259259259,0.037037037037037035,8.0,0.07407407407407407,1.8518518518518516,2,1,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.20835513778769538,0.9438036741613629,0.4407992007992008,0.6927860696517414,0.4045327519333157
